formula,Layer Group,Layer Group Number,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,compound possible,max ionic char,avg ionic char,band center,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,Fr,Ra,Ac,Th,Pa,U,Np,Pu,Am,Cm,Bk,Cf,Es,Fm,Md,No,Lr,NComp,TotalAtomNumber,MaximumAtomNumber,MinimumAtomNumber,AverageAtomNumber,SpecificValue,AtomNumberVariance
ClCrITaN2,pmm2,23,Cl1 Cr1 I1 Ta1 N2,7,73,66,30.16666667,21.88888889,7,48,96,48,75.16666667,17.77777778,82,14.0067,180.94788,166.94118,70.552475,55.58246667,14.0067,63.05,3290,3226.95,1025.758333,1139.494444,63.05,5,17,12,12.5,4.666666667,15,2,6,4,3.666666667,1.333333333,2,71,170,99,115.3333333,34,71,1.5,3.16,1.66,2.51,0.62,3.04,1,2,1,1.833333333,0.277777778,2,0,5,5,2.666666667,1.777777778,3,0,10,10,3,3,0,0,14,14,2.333333333,3.888888889,0,5,19,14,9.833333333,5.444444444,5,0,1,1,0.166666667,0.277777778,0,0,3,3,1.333333333,1.111111111,3,0,7,7,2,2.666666667,0,0,0,0,0,0,0,1,7,6,3.5,2,3,11.19,43.015,31.825,21.06,8.464166667,14.76875,0,6.437,6.437,2.738166667,2.465888889,6.437,0,0,0,0,0,0,64,229,165,162.3333333,65.55555556,194,5,0.471404521,0.381571414,0.341278752,0.334801876,0.333463313,0.186440678,0.271186441,0.305084746,0.237288136,1,0.497871894,0.0897825,-2.404838257,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,1.2,1,0.004444444
ClFeIZnO2,pmm2,23,Cl1 Fe1 I1 Zn1 O2,8,53,45,23.66666667,12.66666667,8,55,96,41,81.33333333,12.88888889,87,15.9994,126.90447,110.90507,52.59687833,30.112945,15.9994,54.8,1811,1756.2,528.6216667,482.1455556,54.8,8,17,9,14.33333333,2.888888889,16,2,5,3,3.333333333,1,2,66,139,73,104.5,26.5,66,1.65,3.44,1.79,2.696666667,0.65,3.44,2,2,0,2,0,2,0,5,5,3,2,4,0,10,10,4.333333333,4.333333333,0,0,0,0,0,0,0,6,17,11,9.333333333,3.444444444,6,0,0,0,0,0,0,0,2,2,1,0.666666667,2,0,4,4,0.666666667,1.111111111,0,0,0,0,0,0,0,0,4,4,1.666666667,1,2,9.105,43.015,33.91,18.40208333,10.23611111,9.105,0,2.493,2.493,0.5925,0.79,0,0,2.1106628,2.1106628,0.351777133,0.586295222,0,12,229,217,95.83333333,77.11111111,12,5,0.471404521,0.381571414,0.341278752,0.334801876,0.333463313,0.214285714,0.321428571,0.464285714,0,1,0.551131362,0.100582545,-2.587836137,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,2,1,1.2,1,0.004444444
AgGa3Cl4O4,cmm2,26,Ag1 Ga3 Cl4 O4,8,47,39,20,10,8,65,94,29,84.25,8.333333333,87,15.9994,107.8682,91.8688,43.57056667,23.79248889,15.9994,54.8,1234.93,1180.13,254.105,187.8733333,54.8,11,17,6,15.16666667,1.777777778,16,2,5,3,3.083333333,0.777777778,2,66,145,79,98.58333333,21.72222222,66,1.81,3.44,1.63,2.813333333,0.648888889,3.16,1,2,1,1.916666667,0.152777778,2,0,5,5,3.25,1.666666667,4,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,6,13,7,8.5,2.666666667,6,0,1,1,0.083333333,0.152777778,0,0,5,5,2.25,1.375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.333333333,1.333333333,1,9.105,24.4975,15.3925,17.27604167,5.605034722,9.105,0,2.493,2.493,0.831,1.108,0,0,0,0,0,0,0,12,225,213,60.08333333,32.05555556,12,4,0.540061725,0.448601051,0.391617127,0.371443948,0.358251237,0.225490196,0.382352941,0.392156863,0,0,0.485327756,0.093988132,-2.714133848,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,1,3,1,0.010416667
ClBr3Hf4N4,cmm2,26,Cl1 Br3 Hf4 N4,7,72,65,36.5,23.66666667,7,45,95,50,73.91666667,19.27777778,45,14.0067,178.49,164.4833,87.09598333,60.92934444,14.0067,63.05,2506,2442.95,937.1,1045.933333,63.05,4,17,13,12,5.333333333,4,2,6,4,3.916666667,1.430555556,2,71,175,104,120.5,36.33333333,71,1.3,3.16,1.86,2.45,0.766666667,1.3,2,2,0,2,0,2,0,5,5,2.666666667,1.777777778,0,0,10,10,3.166666667,3.416666667,0,0,14,14,4.666666667,6.222222222,0,5,18,13,12.5,5.916666667,5,0,0,0,0,0,0,0,3,3,1.333333333,1.111111111,0,0,8,8,2.666666667,3.555555556,0,0,0,0,0,0,0,1,8,7,4,2.666666667,3,14.76875,29.48,14.71125,21.734375,4.64375,14.76875,0,6.437,6.437,2.717666667,2.479555556,0,0,0,0,0,0,0,64,194,130,150.6666667,57.77777778,194,4,0.540061725,0.448601051,0.391617127,0.371443948,0.358251237,0.16,0.213333333,0.253333333,0.373333333,1,0.57890634,0.116997238,-2.282456433,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,1,3,1,0.010416667
ClI3Pd4S4,cmm2,26,Cl1 I3 Pd4 S4,16,53,37,35.33333333,15.94444444,16,62,96,34,81.83333333,13.22222222,62,32.065,126.90447,94.83947,80.84220083,40.08300069,32.065,171.6,1828.05,1656.45,849.8158333,652.1561111,388.36,10,17,7,14.33333333,2.888888889,10,3,5,2,4.166666667,0.972222222,3,102,139,37,124.5833333,16.81944444,105,2.2,3.16,0.96,2.521666667,0.214444444,2.2,0,2,2,1.333333333,0.888888889,0,0,5,5,3,2,0,0,10,10,5.833333333,4.861111111,0,0,0,0,0,0,0,6,17,11,10.16666667,3.416666667,6,0,0,0,0,0,0,0,2,2,1,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.666666667,0,14.41,43.015,28.605,26.19416667,8.410416667,14.41,0,2.493,2.493,1.20725,0.877458333,0,0,0,0,0,0,0,64,225,161,119.6666667,70.22222222,70,4,0.540061725,0.448601051,0.391617127,0.371443948,0.358251237,0.131147541,0.295081967,0.573770492,0,1,0.205784147,0.017585591,-2.507312476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,4,1,3,1,0.010416667
CrMo3O8,pm2m,27,Cr1 Mo3 O8,8,42,34,17.83333333,13.11111111,8,49,87,38,74.58333333,16.55555556,87,15.9994,95.96,79.9606,38.989275,30.65316667,15.9994,54.8,2896,2841.2,942.2,1183.2,54.8,6,16,10,12.66666667,4.444444444,16,2,5,3,2.916666667,1.222222222,2,66,154,88,94.08333333,37.44444444,66,1.66,3.44,1.78,2.971666667,0.624444444,3.44,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,6,6,0,6,0,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,9.105,15.69,6.585,10.925,2.426666667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,84.33333333,96.44444444,12,3,0.716860439,0.678604404,0.667656561,0.666765986,0.666670333,0.277777778,0.444444444,0.277777778,0,0,0.547107279,0.087671116,-2.881783874,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,1,4,1,0.060185185
CrMo3S8,pm2m,27,Cr1 Mo3 S8,16,42,26,23.16666667,9.555555556,16,49,88,39,75.25,17,88,32.065,95.96,63.895,49.699675,23.5129,32.065,388.36,2896,2507.64,1164.573333,1034.951111,388.36,6,16,10,12.66666667,4.444444444,16,3,5,2,3.583333333,0.777777778,3,105,154,49,120.0833333,20.11111111,105,1.66,2.58,0.92,2.398333333,0.242222222,2.58,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,6,6,0,6,0,6,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,11.19,25.786875,14.596875,22.04625,4.9875,25.786875,0,2.202,2.202,1.468,0.978666667,2.202,0,0,0,0,0,0,70,229,159,123,70.66666667,70,3,0.716860439,0.678604404,0.667656561,0.666765986,0.666670333,0.277777778,0.444444444,0.277777778,0,0,0.190711652,0.019047608,-2.378860175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,1,4,1,0.060185185
CrMo3Se8,pm2m,27,Cr1 Mo3 Se8,24,42,18,35.16666667,3.416666667,34,49,89,40,75.91666667,17.44444444,89,51.9961,95.96,43.9639,80.96300833,7.498495833,78.96,494,2896,2402,1235,988,494,6,16,10,12.66666667,4.444444444,16,4,5,1,4.25,0.375,4,120,154,34,130.0833333,13.44444444,120,1.66,2.55,0.89,2.378333333,0.228888889,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,5,10,5,8.333333333,2.222222222,10,0,0,0,0,0,0,6,16,10,12.66666667,4.444444444,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,11.19,25.92,14.73,22.135,5.046666667,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.66666667,95.55555556,14,3,0.716860439,0.678604404,0.667656561,0.666765986,0.666670333,0.131578947,0.210526316,0.657894737,0,0,0.179650656,0.017461341,-2.360383475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,8,1,4,1,0.060185185
Ca2O6H8,pm2_1b,28,Ca2 O6 H8,1,20,19,6,5,1,7,92,85,79.5,18.125,92,1.00794,40.078,39.07006,11.513495,10.505555,1.00794,14.01,1115,1100.99,166.93,237.0175,14.01,1,16,15,6.75,6.9375,1,1,4,3,1.75,0.75,1,31,176,145,62.25,31.25,31,1,3.44,2.44,2.515,0.69375,2.2,1,2,1,1.5,0.5,1,0,4,4,1.5,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3,2.25,1,0,1,1,0.5,0.5,1,0,2,2,0.75,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.25,0.5625,1,6.615,37.77,31.155,11.443125,6.58171875,6.615,0,7.853,7.853,3.9265,3.9265,7.853,0,0,0,0,0,0,12,225,213,129.625,88.21875,194,3,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,0.5,0.5,0,0,1,0.77426646,0.115027902,-2.357332026,0.5,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,8,2,5.333333333,2,0.024305556
Ca2S6H8,pm2_1b,28,Ca2 S6 H8,1,20,19,9,8,1,7,92,85,79.875,18.21875,92,1.00794,40.078,39.07006,17.538095,16.530155,1.00794,14.01,1115,1100.99,292.015,278.005,14.01,1,16,15,6.75,6.9375,1,1,4,3,2.125,1.125,1,31,176,145,76.875,45.875,31,1,2.58,1.58,2.1925,0.298125,2.2,1,2,1,1.5,0.5,1,0,4,4,1.5,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3,2.25,1,0,1,1,0.5,0.5,1,0,2,2,0.75,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.25,0.5625,1,6.615,37.77,31.155,17.69882813,11.08382813,6.615,0,7.853,7.853,4.75225,3.10075,7.853,0,0,0,0,0,0,70,225,155,151.375,61.03125,194,3,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,0.5,0.5,0,0,1,0.464256619,0.04730529,-2.116258572,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,8,2,5.333333333,2,0.024305556
Sr2O6H8,pm2_1b,28,Sr2 O6 H8,1,38,37,8.25,7.4375,1,8,92,84,79.625,17.90625,92,1.00794,87.62,86.61206,17.456245,17.54093875,1.00794,14.01,1050,1035.99,158.805,222.79875,14.01,1,16,15,6.75,6.9375,1,1,5,4,1.875,0.875,1,31,195,164,64.625,33.625,31,0.95,3.44,2.49,2.50875,0.6984375,2.2,1,2,1,1.5,0.5,1,0,4,4,1.5,1.875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,3,2.25,1,0,1,1,0.5,0.5,1,0,2,2,0.75,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.25,0.5625,1,6.615,54.23,47.615,13.500625,10.18234375,6.615,0,7.853,7.853,3.9265,3.9265,7.853,0,0,0,0,0,0,12,225,213,129.625,88.21875,194,3,0.637377439,0.564294679,0.521835792,0.509034206,0.502746814,0.5,0.5,0,0,1,0.787757332,0.116975442,-2.342265961,0.5,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,8,2,5.333333333,2,0.024305556
Ge2Nb6Se12,pb2_1m,29,Ge2 Nb6 Se12,32,41,9,35.9,3.06,34,47,89,42,75.4,17.04,89,72.64,92.90638,20.26638,82.511914,6.2366796,78.96,494,2750,2256,1242.54,904.476,494,5,16,11,12.5,4.5,16,4,5,1,4.3,0.42,4,120,164,44,133.2,18.48,120,1.6,2.55,0.95,2.211,0.4068,2.55,1,2,1,1.7,0.42,2,0,4,4,2.6,1.68,4,4,10,6,8.2,2.52,10,0,0,0,0,0,0,5,16,11,12.5,4.5,16,0,1,1,0.3,0.42,0,0,4,4,1.6,0.96,2,0,6,6,1.8,2.52,0,0,0,0,0,0,0,2,7,5,3.7,2.04,2,18.18,25.92,7.74,23.3065,3.1362,25.92,0,0.799,0.799,0.5177,0.33756,0.799,0,0,0,0,0,0,14,229,215,99.6,102.72,14,3,0.678232998,0.624879977,0.603719041,0.600667716,0.600058569,0.136,0.208,0.656,0,0,0.201982698,0.041809884,-2.165108718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.6,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,2,6.666666667,2,0.042222222
Ge2Nb6Te12,pb2_1m,29,Ge2 Nb6 Te12,32,52,20,46.7,6.36,52,47,90,43,76,17.4,90,72.64,127.6,54.96,111.695914,19.0849032,127.6,722.66,2750,2027.34,1379.736,822.1584,722.66,5,16,11,12.5,4.5,16,4,5,1,4.9,0.18,5,120,164,44,144,12,138,1.6,2.1,0.5,1.941,0.2046,2.1,1,2,1,1.7,0.42,2,0,4,4,2.6,1.68,4,4,10,6,8.2,2.52,10,0,0,0,0,0,0,5,16,11,12.5,4.5,16,0,1,1,0.3,0.42,0,0,4,4,1.6,0.96,2,0,6,6,1.8,2.52,0,0,0,0,0,0,0,2,7,5,3.7,2.04,2,18.18,34.76333333,16.58333333,28.6125,7.381,34.76333333,0,0.464,0.464,0.3167,0.19002,0.464,0,0,0,0,0,0,152,229,77,182.4,36.48,152,3,0.678232998,0.624879977,0.603719041,0.600667716,0.600058569,0.136,0.208,0.656,0,0,0.060586937,0.012261651,-1.927024239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,2,6.666666667,2,0.042222222
Ge2Ta6S12,pb2_1m,29,Ge2 Ta6 S12,16,73,57,34.7,22.98,16,48,88,40,75.1,16.26,88,32.065,180.94788,148.88288,80.787364,60.0963096,32.065,388.36,3290,2901.64,1341.156,1169.3064,388.36,5,16,11,12.5,4.5,16,3,6,3,4,1.2,3,105,170,65,126,26.4,105,1.5,2.58,1.08,2.199,0.4572,2.58,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,1.9,2.28,0,0,14,14,4.2,5.88,0,6,19,13,10.7,5.64,6,0,0,0,0,0,0,0,4,4,1.6,0.96,2,0,7,7,2.1,2.94,0,0,0,0,0,0,0,2,7,5,3.7,2.04,2,18.12,25.786875,7.666875,23.208625,3.0939,25.786875,0,2.202,2.202,1.3595,1.011,2.202,0,0,0,0,0,0,70,229,159,133.2,75.84,70,3,0.678232998,0.624879977,0.603719041,0.600667716,0.600058569,0.186915888,0.242990654,0.177570093,0.392523364,0,0.252932697,0.052097391,-2.138547037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,2,6.666666667,2,0.042222222
Bi4,pm2_1n,32,Bi4,83,83,0,83,0,83,86,86,0,86,0,86,208.9804,208.9804,0,208.9804,0,208.9804,544.4,544.4,0,544.4,0,544.4,15,15,0,15,0,15,6,6,0,6,0,6,148,148,0,148,0,148,2.02,2.02,0,2.02,0,2.02,2,2,0,2,0,2,3,3,0,3,0,3,10,10,0,10,0,10,14,14,0,14,0,14,29,29,0,29,0,29,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,32.95,32.95,0,32.95,0,32.95,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,0,12,1,1,1,1,1,1,0.068965517,0.103448276,0.344827586,0.482758621,1,0,0,-2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,0
